lipid_name,lipid_class,raw_solver_reported,X_hat,rho_zero,predictive_gain,positive_block_fraction,joint_score,retained_by_pool,retained_by_fdp5,retained_by_fdp1
PA 20:0_20:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_20:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_20:5,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:1,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:2,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:5,PA,False,0,,0.0,0.0,,False,False,False
PA 20:0_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_20:1,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_20:2,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_20:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_20:4,PA,False,0,,0.0,0.0,,False,False,False
PA 22:0_20:1,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:1,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:2,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:5,PA,False,0,,0.0,0.0,,False,False,False
PA 20:1_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 20:2_20:2,PA,False,0,,0.0,0.0,,False,False,False
PA 20:2_20:3,PA,False,0,,0.0,0.0,,False,False,False
PA 22:1_20:2,PA,False,0,,0.0,0.0,,False,False,False
PA 20:2_22:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:2_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:0_20:3,PA,False,0,,0.0,0.0,,False,False,False
PA 22:1_20:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:3_22:3,PA,False,0,,0.0,0.0,,False,False,False
PA 20:3_22:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:3_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:0_20:4,PA,False,0,,0.0,0.0,,False,False,False
PA 22:1_20:4,PA,False,0,,0.0,0.0,,False,False,False
PA 22:2_20:4,PA,False,0,,-0.00012758716561935202,0.0,,False,False,False
PA 22:3_20:4,PA,False,0,,-5.3531317194888986e-05,0.0,,False,False,False
PA 20:4_22:4,PA,False,0,,0.0,0.0,,False,False,False
PA 20:4_22:5,PA,False,0,,0.0,0.0,,False,False,False
PA 20:4_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:1_20:5,PA,False,0,,0.0,0.0,,False,False,False
PA 22:3_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:4_22:5,PA,False,0,,0.0,0.0,,False,False,False
PA 22:4_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:5_22:5,PA,False,0,,0.0,0.0,,False,False,False
PA 22:5_22:6,PA,False,0,,0.0,0.0,,False,False,False
PA 22:6_22:6,PA,False,0,,-0.00023328087357694016,0.0,,False,False,False
PS 14:0_20:0,PS,False,0,,0.0,0.0,,False,False,False
PS 14:0_20:1,PS,False,0,,-0.00020431698630628948,0.0,,False,False,False
PS 14:0_22:0,PS,True,0.0075669929996239026,0.0001458934024469743,-0.0063185688207954,0.125,0.8588751736338164,True,True,False
PS 14:0_22:1,PS,True,0.018965550342361175,0.0005741889725840205,-0.011267358927830482,0.125,0.9552146906804808,True,True,False
PS 14:0_22:2,PS,True,0.004182836498727631,1.3972007457499058e-06,-0.0013799563778470606,0.25,0.5867324112043214,False,False,False
PS 14:0_22:3,PS,False,0,,0.0,0.0,,False,False,False
PS 14:0_22:4,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_18:0,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_18:1,PS,True,0.008631765772233046,8.176961300049885e-05,0.006456369434410731,0.6666666666666666,0.9457228320144557,True,True,False
PS 16:0_18:2,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_20:0,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_20:1,PS,True,0.015245728758916624,0.00016125637032590818,0.000320446652236754,0.3333333333333333,0.9693516154494219,True,True,True
PS 16:0_20:2,PS,True,0.0041234599680959275,0.0,0.0003446814625758194,0.1111111111111111,0.5887657195745448,False,False,False
PS 16:0_20:3,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_20:4,PS,False,0,,0.0,0.0,,False,False,False
PS 16:0_20:5,PS,False,0,,0.0,0.0,,False,False,False
PS 18:0_16:1,PS,False,0,,-1.2575918559766653e-16,0.0,,False,False,False
PS 16:1_18:1,PS,False,0,,-4.710829215178235e-05,0.0,,False,False,False
PS 20:0_16:1,PS,True,0.008219309223087641,4.683432691287376e-05,-0.0036365691762246435,0.3333333333333333,0.8981092162097206,True,True,False
PS 16:1_20:1,PS,True,0.005394397897579443,7.000445449792729e-05,0.0033614400038477436,0.6666666666666666,0.8156551550363761,True,True,False
PS 16:1_20:2,PS,False,0,,0.0,0.0,,False,False,False
PS 16:1_20:3,PS,False,0,,0.0,0.0,,False,False,False
PS 16:1_20:4,PS,False,0,,0.0,0.0,,False,False,False
PS 18:0_18:0,PS,False,0,,0.0,0.0,,False,False,False
PS 18:0_18:1,PS,True,0.05174781025752236,0.002585842751012908,0.03074035685668075,0.8333333333333334,0.9950647849558745,True,True,True
PS 18:0_18:2,PS,True,0.010028868150931706,7.563829654905488e-05,-0.00068245246468981,0.6666666666666666,0.9432679941610974,True,True,False
PS 18:0_18:3,PS,False,0,,0.0,0.0,,False,False,False
PS 18:1_18:1,PS,True,0.07479642656792423,0.005087623636312783,0.08537884467268274,0.5,0.9994672889472652,True,True,True
PS 18:1_18:2,PS,False,0,,0.0,0.0,,False,False,False
PS 18:1_18:3,PS,False,0,,0.0,0.0,,False,False,False
PS 18:2_18:2,PS,False,0,,0.0,0.0,,False,False,False
PS 17:0_18:1,PS,False,0,,0.0,0.0,,False,False,False
PS 17:0_18:2,PS,False,0,,0.0,0.0,,False,False,False
PS 18:0_17:1,PS,False,0,,0.0,0.0,,False,False,False
PE 16:0_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE 16:0_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE 16:0_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 16:0_22:4,PE,True,0.04841360997904436,0.0006480872765251761,-0.04724478086980693,0.2857142857142857,0.7950184062702935,True,False,False
PE 16:0_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 16:0_22:6,PE,True,0.030820234612386966,0.0001738179233929324,0.020296466652139713,0.2857142857142857,0.9924850004237636,True,True,True
PE 16:0_24:4,PE,False,0,,-0.00013081220748607867,0.0,,False,False,False
PE 16:0_24:5,PE,False,0,,-2.309186608881158e-05,0.0,,False,False,False
PE 16:0_24:6,PE,False,0,,-0.0007155088422244094,0.0,,False,False,False
PE 22:0_16:1,PE,False,0,,-0.0002470684706289988,0.0,,False,False,False
PE 16:1_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE 16:1_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE 16:1_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 16:1_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 16:1_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 16:1_22:6,PE,False,0,,-0.0015365572536481117,0.0,,False,False,False
PE 18:0_20:0,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_20:1,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_20:4,PE,True,0.024596764409961475,0.0,-0.05647491844866121,0.2,0.72812891073451,True,False,False
PE 18:0_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 18:0_22:6,PE,True,0.292338984525117,0.03246030453851104,0.48016056156614384,0.6666666666666666,0.9999999999484503,True,True,True
PE 20:0_18:1,PE,False,0,,0.0,0.0,,False,False,False
PE 18:1_20:1,PE,True,0.0034993189133414554,0.0,0.0,0.0,0.433204224336683,False,False,False
PE 18:1_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:1_20:3,PE,True,0.009513902880140196,0.0001323858269762327,-0.0683018849568404,0.0,0.3091120881781755,False,False,False
PE 18:1_20:4,PE,True,0.035105057408917235,0.00036860569993070117,-0.0018580521092964703,0.6,0.9788067036127689,True,True,True
PE 18:1_20:5,PE,False,0,,-1.650589310969373e-16,0.0,,False,False,False
PE 18:1_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:1_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 18:1_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 18:1_22:5,PE,False,0,,-0.0343698693655062,0.0,,False,False,False
PE 18:1_22:6,PE,True,0.015582421002747423,7.161433365746296e-05,-0.005768746607037205,0.16666666666666666,0.9586026106330965,True,True,False
PE 20:0_18:2,PE,False,0,,0.0,0.0,,False,False,False
PE 20:1_18:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_20:4,PE,False,0,,-0.009605128814974228,0.0,,False,False,False
PE 18:2_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 22:1_18:2,PE,False,0,,-0.0009530678582952595,0.0,,False,False,False
PE 18:2_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 18:2_22:6,PE,True,0.023112808948360847,0.0004130139298274248,0.01142815830446086,0.16666666666666666,0.98709154122733,True,True,True
PE 20:0_18:3,PE,False,0,,0.0,0.0,,False,False,False
PE 20:1_18:3,PE,True,0.0180139482664807,0.0010242920961881655,0.026776865945925297,0.5,0.9932343840869355,True,True,True
PE 18:3_20:4,PE,False,0,,1.1945676581943735e-05,0.2,,False,False,False
PE 18:3_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 18:3_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 20:0_20:3,PE,False,0,,-0.0017146294386793117,0.0,,False,False,False
PE 20:0_20:4,PE,True,0.012030684689927807,6.51537327126405e-05,0.05789058137028091,0.75,0.9977043464649165,True,True,True
PE 20:0_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 20:1_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 20:1_20:3,PE,False,0,,-0.01346475179778749,0.0,,False,False,False
PE 20:1_20:4,PE,True,0.005747978835646828,2.1422679909286225e-06,0.006499452800225416,0.75,0.8637801795824175,True,True,False
PE 20:1_20:5,PE,True,0.006617860896378784,0.00010709334524943779,0.030072020407301774,0.75,0.9680723410820081,True,True,True
PE 20:2_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 20:2_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 20:2_20:4,PE,True,0.056377118950121576,0.0008389621084076506,-0.01539410040469467,1.0,0.9507539943288942,True,True,False
PE 20:2_20:5,PE,False,0,,0.0003308348937851179,0.25,,False,False,False
PE 20:3_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 20:3_20:4,PE,True,0.007622213737458188,0.0,3.0348793010522284e-05,0.5,0.9018116050308231,True,True,False
PE 20:3_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 20:4_20:4,PE,True,0.0015461747394167286,0.0,0.0,0.0,0.020398632477260138,False,False,False
PE 20:4_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_20:0,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_20:1,PE,False,0,,-2.0959864266277753e-17,0.0,,False,False,False
PE 17:0_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_20:4,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 17:0_22:6,PE,False,0,,7.049848895352325e-05,0.125,,False,False,False
PE 20:0_17:1,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_20:1,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_20:4,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE 17:1_22:6,PE,False,0,,-0.0004908578214654969,0.125,,False,False,False
PE O-16:0_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE O-16:0_22:2,PE,False,0,,-2.904087726936632e-05,0.0,,False,False,False
PE O-16:0_22:3,PE,False,0,,1.138513814752297e-05,0.25,,False,False,False
PE O-16:0_22:4,PE,True,0.0028858038639704878,0.0,0.00016584755094616743,0.2,0.27534567050502284,False,False,False
PE O-16:0_22:5,PE,False,0,,-0.002452981150612575,0.0,,False,False,False
PE O-16:0_22:6,PE,False,0,,0.0,0.0,,False,False,False
PE O-16:1_22:0,PE,False,0,,7.106483513129305e-07,0.25,,False,False,False
PE O-16:1_22:1,PE,True,0.0011957498294154793,5.669198324961753e-06,0.007649155929950102,0.5,0.00853912080916944,False,False,False
PE O-16:1_22:2,PE,True,0.001630449323647631,1.0084685632259315e-05,-0.02637345277359265,0.75,0.00845586358602155,False,False,False
PE O-16:1_22:3,PE,False,0,,-9.615590120989278e-05,0.0,,False,False,False
PE O-16:1_22:4,PE,True,0.0012207638226402124,0.0,0.0010255242604492781,0.2,0.006480170668574694,False,False,False
PE O-16:1_22:5,PE,False,0,,-0.00017585929532277066,0.0,,False,False,False
PE O-16:1_24:0,PE,True,0.0010560598524187261,3.104387290755964e-06,6.150410589867294e-05,1.0,0.003232898097930498,False,False,False
PE O-16:1_24:1,PE,False,0,,-1.6606359830734145e-05,0.75,,False,False,False
PE O-16:1_24:4,PE,False,0,,0.00030086541097942474,0.8,,False,False,False
PE O-16:1_24:5,PE,False,0,,8.211545468712651e-05,0.6,,False,False,False
PE O-16:1_24:6,PE,True,0.003188256735266348,3.420899005156468e-05,0.0028838806301867467,0.8,0.42224352630680057,False,False,False
PE O-18:0_20:1,PE,False,0,,-0.00011793836259769007,0.0,,False,False,False
PE O-18:0_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:0_20:3,PE,True,0.00221212602434671,0.0,-2.5151837119533306e-16,0.0,0.10408960270320264,False,False,False
PE O-18:0_20:4,PE,True,0.006782212258804162,6.343989945850036e-05,-0.001419853582280587,0.4,0.8620945989427719,True,True,False
PE O-18:0_20:5,PE,True,0.0029092677995304758,0.0,-0.006555026013004693,0.0,0.21223749848222964,False,False,False
PE O-18:0_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:0_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:0_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:0_22:4,PE,False,0,,-0.00046647730265520897,0.0,,False,False,False
PE O-18:0_22:5,PE,True,0.0033102679299035547,2.637935204762149e-06,-0.013412723038327995,0.2,0.24863851992519384,False,False,False
PE O-18:0_22:6,PE,True,0.0017181445837751513,0.0,0.000772351844339892,0.2,0.036856773931252425,False,False,False
PE O-18:1_20:1,PE,True,0.008880392607993767,3.0264265849368767e-07,0.006696071676432329,0.5,0.9476942939427461,True,True,False
PE O-18:1_20:2,PE,True,0.0013340136984907242,0.0,0.0025440210246943135,0.25,0.011375414402653142,False,False,False
PE O-18:1_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:1_20:4,PE,True,0.07660114820666847,0.0011441976961459226,0.0758833784964893,1.0,0.9992005625882454,True,True,True
PE O-18:1_20:5,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:1_22:1,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:1_22:2,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:1_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:1_22:4,PE,True,0.009329030778442287,0.0,-0.008365221789585906,0.0,0.895286117746562,True,True,False
PE O-18:1_22:5,PE,True,0.0012042616442907398,0.0,-1.1462425770620646e-17,0.0,0.005486531178399303,False,False,False
PE O-18:1_22:6,PE,True,0.059322442788519815,0.001832565857962544,0.09817283561951344,0.8,0.9998030510486983,True,True,True
PE O-20:0_18:2,PE,False,0,,-0.002714232262767472,0.0,,False,False,False
PE O-20:1_18:2,PE,True,0.0015170916469201966,0.0,-0.005515886225218914,0.0,0.014146053741037551,False,False,False
PE O-18:2_20:2,PE,False,0,,0.05000032722841948,0.25,,False,False,False
PE O-18:2_20:3,PE,False,0,,-6.811418116043531e-06,0.0,,False,False,False
PE O-18:2_20:4,PE,True,0.0010292213631080617,0.0,-0.00046256771181078235,0.2,0.002304128528816929,False,False,False
PE O-18:2_22:0,PE,False,0,,0.0009925571623398527,0.25,,False,False,False
PE O-22:1_18:2,PE,False,0,,-0.001539971774934168,0.0,,False,False,False
PE O-18:2_22:2,PE,False,0,,-0.02123396392921541,0.0,,False,False,False
PE O-18:2_22:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:2_22:4,PE,True,0.012491304033563085,0.0,-0.00170392199030629,0.0,0.952871052830246,True,True,False
PE O-18:2_22:5,PE,True,0.0013497309569750228,4.805003211171027e-06,0.0015754829902403884,0.2,0.011420032566014312,False,False,False
PE O-18:2_22:6,PE,True,0.02353572897421642,0.0002933056357237929,0.05665347805455929,0.6,0.9987602881690081,True,True,True
PE O-18:3_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:3_22:0,PE,True,0.001463766823071912,3.284360508134398e-06,0.0006315639506303612,0.5,0.01765109948786614,False,False,False
PE O-18:3_22:3,PE,False,0,,-5.68299498703415e-05,0.0,,False,False,False
PE O-18:3_22:4,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:3_22:5,PE,False,0,,0.0,0.0,,False,False,False
PE O-18:3_22:6,PE,True,0.009103135511735253,2.5175131283712554e-05,-0.0008253299390679881,0.2,0.9250039262659407,True,True,False
PE O-20:0_20:2,PE,False,0,,-0.0006793028233103177,0.0,,False,False,False
PE O-20:0_20:3,PE,False,0,,-0.0033808428166661676,0.0,,False,False,False
PE O-20:0_20:4,PE,True,0.003494658486526284,1.4714155344993335e-05,-0.0003716200694834463,0.25,0.44010023498879103,False,False,False
PE O-20:1_20:1,PE,False,0,,-5.378137991808616e-05,0.0,,False,False,False
PE O-20:1_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE O-20:1_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-20:1_20:4,PE,True,0.02264205276214596,0.00020889701313465392,0.024578412611312783,0.5,0.9936352555206707,True,True,True
PE O-20:2_20:2,PE,False,0,,0.0,0.0,,False,False,False
PE O-20:2_20:3,PE,False,0,,-0.004401702019651371,0.0,,False,False,False
PE O-20:2_20:4,PE,True,0.007771310962414892,2.6870462455272714e-05,0.00949331285910486,1.0,0.9447399037477447,True,True,False
PE O-20:3_20:3,PE,False,0,,0.0,0.0,,False,False,False
PE O-20:3_20:4,PE,True,0.022728099332608408,7.615184451565365e-05,0.005402616311711185,0.25,0.9827827869493949,True,True,True
PG 14:0_20:0,PG,True,0.0024911060342323057,7.656797266103282e-06,0.0006001399940375098,0.6666666666666666,0.1879847890500912,False,False,False
PG 16:0_18:0,PG,False,0,,0.0,0.0,,False,False,False
PG 14:0_22:5,PG,False,0,,0.0,0.0,,False,False,False
PG 16:0_20:5,PG,False,0,,0.0,0.0,,False,False,False
PG 16:1_20:4,PG,False,0,,-7.879843248063332e-06,0.0,,False,False,False
PG 18:2_18:3,PG,False,0,,-0.0007384656927190177,0.0,,False,False,False
PG 14:0_22:4,PG,True,0.0026848285131098096,0.0,-9.491679724985459e-05,0.0,0.21109112359447868,False,False,False
PG 16:0_20:4,PG,True,0.0016110903515510289,1.571989819966083e-17,-0.0003128041348876634,0.0,0.02463029080036404,False,False,False
PG 16:1_20:3,PG,True,0.0044434348011864085,1.4407753482108483e-05,-0.00022724007536553388,0.4444444444444444,0.6573403456952192,True,False,False
PG 18:1_18:3,PG,False,0,,0.0,0.0,,False,False,False
PG 18:2_18:2,PG,False,0,,0.0026267441592060423,0.16666666666666666,,False,False,False
PG 14:0_22:3,PG,True,0.0017712900419086502,3.570940616813679e-06,5.6785158480996914e-05,0.4444444444444444,0.043138271493186255,False,False,False
PG 16:0_20:3,PG,False,0,,-8.774441282526816e-05,0.0,,False,False,False
PG 16:1_20:2,PG,False,0,,0.00024850214054156,0.1111111111111111,,False,False,False
PG 18:0_18:3,PG,False,0,,0.0,0.0,,False,False,False
PG 18:1_18:2,PG,False,0,,-0.0016076067776181506,0.0,,False,False,False
PG 14:0_22:2,PG,True,0.00947990309884157,0.0,-4.5149366558431826e-05,0.0,0.9304606305811401,True,True,False
PG 16:0_20:2,PG,False,0,,4.074861981157673e-17,0.0,,False,False,False
PG 16:1_20:1,PG,True,0.01013903996340551,2.919932682823108e-05,0.003830395384249503,0.4444444444444444,0.9530859518210022,True,True,False
PG 18:0_18:2,PG,False,0,,0.0,0.0,,False,False,False
PG 18:1_18:1,PG,False,0,,-0.0037481300852340634,0.16666666666666666,,False,False,False
PG 14:0_22:1,PG,True,0.024005231132063737,0.00013441678370542176,6.0003745118548494e-05,0.3333333333333333,0.9785964096161857,True,True,True
PG 16:0_20:1,PG,False,0,,0.0007393267876246286,0.1111111111111111,,False,False,False
PG 20:0_16:1,PG,False,0,,0.0,0.0,,False,False,False
PG 18:0_18:1,PG,False,0,,-0.01041654004948633,0.0,,False,False,False
PG 14:0_22:0,PG,True,0.008031347170082524,0.00012501860153572424,0.0008042539287013122,0.2222222222222222,0.9106848721429317,True,True,False
PG 16:0_20:0,PG,False,0,,-1.4671904986394427e-16,0.0,,False,False,False
PG 18:0_18:0,PG,False,0,,-0.00477878059314625,0.0,,False,False,False
PG 16:1_22:6,PG,True,0.012489854610220539,0.00010411499836123742,-0.0030281434060572218,0.1111111111111111,0.9508859474632556,True,True,False
PG 18:2_20:5,PG,False,0,,0.0,0.0,,False,False,False
PG 18:3_20:4,PG,False,0,,0.0,0.0,,False,False,False
PG 16:0_22:6,PG,True,0.01502659055087739,0.00021740297484383028,-0.021628294570358482,0.2222222222222222,0.91037411150597,True,True,False
PG 16:1_22:5,PG,False,0,,0.0,0.0,,False,False,False
PG 18:1_20:5,PG,False,0,,0.0,0.0,,False,False,False
PG 18:2_20:4,PG,False,0,,-0.0009312177413349532,0.0,,False,False,False
PG 16:0_22:5,PG,False,0,,-0.0005111004162844312,0.0,,False,False,False
PG 16:1_22:4,PG,True,0.0010048497755180837,2.8311063452497585e-07,-0.0011331447991338745,0.2222222222222222,0.0019481437983556666,False,False,False
PG 18:0_20:5,PG,False,0,,0.0,0.0,,False,False,False
PG 18:1_20:4,PG,False,0,,-0.000989001762448091,0.0,,False,False,False
PG 18:2_20:3,PG,False,0,,-2.0959864266277754e-16,0.0,,False,False,False
PG 20:2_18:3,PG,False,0,,0.0,0.0,,False,False,False
PG 14:0_24:4,PG,False,0,,-0.00011846288139913763,0.0,,False,False,False
PG 16:0_22:4,PG,True,0.014541827002600973,6.420630489332761e-05,0.002735937997543604,0.4444444444444444,0.9717404915080384,True,True,True
PG 16:1_22:3,PG,True,0.0021058079655476855,1.358095887672964e-07,-0.00027381309682295767,0.375,0.0900959569289635,False,False,False
PG 18:0_20:4,PG,False,0,,0.0,0.0,,False,False,False
PG 18:1_20:3,PG,False,0,,-7.86728701913156e-17,0.0,,False,False,False
PG 18:2_20:2,PG,False,0,,-0.001601323274687934,0.0,,False,False,False
PG 20:1_18:3,PG,False,0,,0.0,0.0,,False,False,False
PG 17:0_18:0,PG,False,0,,0.0,0.0,,False,False,False
PG 17:0_18:1,PG,False,0,,-0.0008448026784913881,0.0,,False,False,False
PG 17:0_18:2,PG,False,0,,0.0,0.0,,False,False,False
