dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,1,PA-H__0076,PA 16:0_24:1,0.0012512302229618706,True,True,False,1.3016333107438517e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,3,PA-H__0080,PA 16:0_24:5,0.0012192042836073065,False,False,False,1.0786748201857235e-27
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,6,PA-H__0118,PA 18:0_22:1,0.0014056963309506255,False,False,False,0.0
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,8,PA-H__0120,PA 18:0_22:3,0.0012367185290281153,True,True,False,2.626837882763907e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,9,PA-H__0121,PA 18:0_22:4,0.0015622965909425181,False,False,False,0.0
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,10,PA-H__0122,PA 18:0_22:5,0.0013881533641587108,False,False,False,0.0
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,14,PA-H__0129,PA 18:0_24:5,0.0014244342256077753,False,False,False,0.0
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,15,PA-H__0130,PA 18:0_24:6,0.002746565362757576,True,True,False,4.3480379839221683e-08
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,20,PA-H__0144,PA 18:1_22:4,0.007907154593966825,True,True,False,3.1154184338156993e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,23,PA-H__0151,PA 18:1_24:4,0.003406149882959751,False,False,False,1.113519128907887e-21
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,24,PA-H__0152,PA 18:1_24:5,0.006570153873070718,True,True,False,8.593610818160775e-06
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,25,PA-H__0153,PA 18:1_24:6,0.002886248898138657,True,True,False,2.9458905540769745e-09
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,27,PA-H__0163,PA 22:1_18:2,0.0035521575171080493,True,True,False,1.7664338435646515e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,33,PA-H__0174,PA 18:2_24:5,0.0031219750105458714,True,True,False,1.6217814878604668e-08
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,36,PA-H__0198,PA 20:0_20:1,0.0017850910952966871,False,False,False,2.7781636826143786e-30
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,38,PA-H__0200,PA 20:0_20:3,0.00685144825674695,True,True,False,5.741780145382173e-08
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,43,PA-H__0206,PA 20:0_22:3,0.003742041283087174,True,True,False,3.936785377283723e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,46,PA-H__0209,PA 20:0_22:6,0.023477734721462664,False,False,False,0.0
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,48,PA-H__0218,PA 20:1_20:2,0.002779303121837993,False,False,False,2.9850795239762824e-19
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,50,PA-H__0220,PA 20:1_20:4,0.0031464170497499905,True,True,False,2.406262970512852e-07
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,56,PA-H__0227,PA 20:1_22:5,0.0015050050502902871,False,False,False,4.738335434000475e-27
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,59,PA-H__0237,PA 20:2_20:3,0.001450994755819642,True,True,False,2.953450820339094e-09
HOLD_R2_HIGH129,HOLD,R2,HIGH129,129,61,PA-H__0244,PA 20:2_22:4,0.024340566079703446,True,True,False,9.899731775895766e-05
