severity,score,threshold,N_retained,TP,FP,FN,FDR,FDR_lower95,FDR_upper95,precision,raw_solver_TP,raw_solver_FP,raw_solver_FN,filtered_TP,filtered_FP,filtered_FN,true_positive_retention,TP_retention,filter_induced_true_loss,filter_induced_true_loss_fraction,all_truth_recall,reportable_truth_recall,coverage
MILD,X_hat,0.053059712244062834,25,25,0,1725,0.0,1.3877787807814457e-17,0.13319225093904846,1.0,1697,1489,53,25,0,1725,0.01473187978786093,0.01473187978786093,1672,0.985268120212139,0.014285714285714285,0.014285714285714285,0.007846829880728186
MILD,X_hat,0.05304716155806098,26,26,0,1724,0.0,0.0,0.1287289218592153,1.0,1697,1489,53,26,0,1724,0.015321154979375369,0.015321154979375369,1671,0.9846788450206246,0.014857142857142857,0.014857142857142857,0.008160703075957313
MILD,X_hat,0.05277905255743323,27,27,0,1723,0.0,0.0,0.12455502974186705,1.0,1697,1489,53,27,0,1723,0.015910430170889805,0.015910430170889805,1670,0.9840895698291102,0.015428571428571429,0.015428571428571429,0.00847457627118644
MILD,X_hat,0.05267639313408776,28,28,0,1722,0.0,1.3877787807814457e-17,0.12064330476584563,1.0,1697,1489,53,28,0,1722,0.016499705362404242,0.016499705362404242,1669,0.9835002946375958,0.016,0.016,0.008788449466415568
MILD,X_hat,0.05221746013127164,29,29,0,1721,0.0,0.0,0.11696979849974075,1.0,1697,1489,53,29,0,1721,0.01708898055391868,0.01708898055391868,1668,0.9829110194460813,0.01657142857142857,0.01657142857142857,0.009102322661644695
MILD,X_hat,0.05150943791934326,30,30,0,1720,0.0,0.0,0.11351339317396876,1.0,1697,1489,53,30,0,1720,0.01767825574543312,0.01767825574543312,1667,0.9823217442545669,0.017142857142857144,0.017142857142857144,0.009416195856873822
MILD,X_hat,0.05092405847537213,31,31,0,1719,0.0,0.0,0.11025539546043596,1.0,1697,1489,53,31,0,1719,0.018267530936947555,0.018267530936947555,1666,0.9817324690630524,0.017714285714285714,0.017714285714285714,0.00973006905210295
MILD,X_hat,0.05045103002494496,32,32,0,1718,0.0,0.0,0.1071791982550706,1.0,1697,1489,53,32,0,1718,0.01885680612846199,0.01885680612846199,1665,0.981143193871538,0.018285714285714287,0.018285714285714287,0.010043942247332079
MILD,X_hat,0.050431951830658725,33,33,0,1717,0.0,0.0,0.10426999754245206,1.0,1697,1489,53,33,0,1717,0.019446081319976428,0.019446081319976428,1664,0.9805539186800236,0.018857142857142857,0.018857142857142857,0.010357815442561206
MILD,X_hat,0.050082253622140326,34,34,0,1716,0.0,0.0,0.10151455415332376,1.0,1697,1489,53,34,0,1716,0.020035356511490868,0.020035356511490868,1663,0.9799646434885091,0.019428571428571427,0.019428571428571427,0.010671688637790333
MILD,X_hat,0.04999402218567409,35,35,0,1715,0.0,6.938893903907228e-18,0.09890099232440402,1.0,1697,1489,53,35,0,1715,0.020624631703005304,0.020624631703005304,1662,0.9793753682969947,0.02,0.02,0.01098556183301946
MILD,X_hat,0.04982650853586157,36,36,0,1714,0.0,0.0,0.09641862859446367,1.0,1697,1489,53,36,0,1714,0.02121390689451974,0.02121390689451974,1661,0.9787860931054803,0.02057142857142857,0.02057142857142857,0.011299435028248588
MILD,X_hat,0.0497451118198751,37,37,0,1713,0.0,0.0,0.09405782583720251,1.0,1697,1489,53,37,0,1713,0.021803182086034177,0.021803182086034177,1660,0.9781968179139658,0.021142857142857144,0.021142857142857144,0.011613308223477715
MILD,X_hat,0.04943476233512319,38,38,0,1712,0.0,0.0,0.09180986822558396,1.0,1697,1489,53,38,0,1712,0.022392457277548614,0.022392457277548614,1659,0.9776075427224514,0.021714285714285714,0.021714285714285714,0.011927181418706842
MILD,X_hat,0.0490470343640946,39,39,0,1711,0.0,0.0,0.08966685370757144,1.0,1697,1489,53,39,0,1711,0.022981732469063054,0.022981732469063054,1658,0.9770182675309369,0.022285714285714287,0.022285714285714287,0.01224105461393597
MILD,X_hat,0.048900568942630646,40,40,0,1710,0.0,0.0,0.08762160119728664,1.0,1697,1489,53,40,0,1710,0.02357100766057749,0.02357100766057749,1657,0.9764289923394225,0.022857142857142857,0.022857142857142857,0.012554927809165096
MILD,X_hat,0.04888864212826891,41,41,0,1709,0.0,0.0,0.08566757018443186,1.0,1697,1489,53,41,0,1709,0.024160282852091926,0.024160282852091926,1656,0.9758397171479081,0.023428571428571427,0.023428571428571427,0.012868801004394225
MILD,X_hat,0.048054203799512855,42,42,0,1708,0.0,0.0,0.08379879086570391,1.0,1697,1489,53,42,0,1708,0.024749558043606363,0.024749558043606363,1655,0.9752504419563937,0.024,0.024,0.013182674199623353
MILD,X_hat,0.04786958523983588,43,43,0,1707,0.0,0.0,0.08200980322579117,1.0,1697,1489,53,43,0,1707,0.025338833235120803,0.025338833235120803,1654,0.9746611667648792,0.02457142857142857,0.02457142857142857,0.01349654739485248
MILD,X_hat,0.047855390662839996,44,44,0,1706,0.0,0.0,0.08029560375848066,1.0,1697,1489,53,44,0,1706,0.02592810842663524,0.02592810842663524,1653,0.9740718915733647,0.025142857142857144,0.025142857142857144,0.013810420590081607
MILD,X_hat,0.04768110057989224,45,45,0,1705,0.0,0.0,0.07865159873288836,1.0,1697,1489,53,45,0,1705,0.026517383618149676,0.026517383618149676,1652,0.9734826163818503,0.025714285714285714,0.025714285714285714,0.014124293785310734
MILD,X_hat,0.04704804224053562,46,46,0,1704,0.0,0.0,0.07707356308558039,1.0,1697,1489,53,46,0,1704,0.027106658809664112,0.027106658809664112,1651,0.9728933411903359,0.026285714285714287,0.026285714285714287,0.014438166980539862
MILD,X_hat,0.047047107860442944,47,47,0,1703,0.0,0.0,0.07555760416399632,1.0,1697,1489,53,47,0,1703,0.02769593400117855,0.02769593400117855,1650,0.9723040659988215,0.026857142857142857,0.026857142857142857,0.014752040175768989
MILD,X_hat,0.04704652184154985,48,48,0,1702,0.0,6.938893903907228e-18,0.07410012966611748,1.0,1697,1489,53,48,0,1702,0.02828520919269299,0.02828520919269299,1649,0.971714790807307,0.027428571428571427,0.027428571428571427,0.015065913370998116
MILD,X_hat,0.04672364175640627,49,49,0,1701,0.0,6.938893903907228e-18,0.07269781922049637,1.0,1697,1489,53,49,0,1701,0.028874484384207425,0.028874484384207425,1648,0.9711255156157925,0.028,0.028,0.015379786566227243
MILD,X_hat,0.046550324152513076,50,50,0,1700,0.0,6.938893903907228e-18,0.07134759913335872,1.0,1697,1489,53,50,0,1700,0.02946375957572186,0.02946375957572186,1647,0.9705362404242781,0.02857142857142857,0.02857142857142857,0.015693659761456372
MILD,X_hat,0.04631636423282009,51,51,0,1699,0.0,0.0,0.07004661989853143,1.0,1697,1489,53,51,0,1699,0.030053034767236298,0.030053034767236298,1646,0.9699469652327637,0.029142857142857144,0.029142857142857144,0.0160075329566855
MILD,X_hat,0.045943659976188954,52,52,0,1698,0.0,0.0,0.06879223612386234,1.0,1697,1489,53,52,0,1698,0.030642309958750738,0.030642309958750738,1645,0.9693576900412493,0.029714285714285714,0.029714285714285714,0.016321406151914627
MILD,X_hat,0.0459111390309984,53,53,0,1697,0.0,0.0,0.06758198857654187,1.0,1697,1489,53,53,0,1697,0.031231585150265175,0.031231585150265175,1644,0.9687684148497349,0.030285714285714287,0.030285714285714287,0.016635279347143754
MILD,X_hat,0.045906610388389515,54,54,0,1696,0.0,0.0,0.0664135880908964,1.0,1697,1489,53,54,0,1696,0.03182086034177961,0.03182086034177961,1643,0.9681791396582203,0.030857142857142857,0.030857142857142857,0.01694915254237288
MILD,X_hat,0.0458245656900665,55,55,0,1695,0.0,0.0,0.06528490111708637,1.0,1697,1489,53,55,0,1695,0.03241013553329405,0.03241013553329405,1642,0.9675898644667059,0.03142857142857143,0.03142857142857143,0.01726302573760201
MILD,X_hat,0.045776487856029204,56,56,0,1694,0.0,6.938893903907228e-18,0.06419393671876342,1.0,1697,1489,53,56,0,1694,0.032999410724808484,0.032999410724808484,1641,0.9670005892751915,0.032,0.032,0.017576898932831136
MILD,X_hat,0.04551055618974642,57,57,0,1693,0.0,0.0,0.06313883485297894,1.0,1697,1489,53,57,0,1693,0.03358868591632292,0.03358868591632292,1640,0.9664113140836771,0.03257142857142857,0.03257142857142857,0.017890772128060263
MILD,X_hat,0.04518108093388085,58,58,0,1692,0.0,0.0,0.062117855787202914,1.0,1697,1489,53,58,0,1692,0.03417796110783736,0.03417796110783736,1639,0.9658220388921627,0.03314285714285714,0.03314285714285714,0.01820464532328939
MILD,X_hat,0.045169680293110304,59,59,0,1691,0.0,0.0,0.061129370526788386,1.0,1697,1489,53,59,0,1691,0.0347672362993518,0.0347672362993518,1638,0.9652327637006483,0.03371428571428572,0.03371428571428572,0.018518518518518517
MILD,X_hat,0.04508960421206138,60,60,0,1690,0.0,0.0,0.06017185214208986,1.0,1697,1489,53,60,0,1690,0.03535651149086624,0.03535651149086624,1637,0.9646434885091337,0.03428571428571429,0.03428571428571429,0.018832391713747645
MILD,X_hat,0.04447164380616108,61,61,0,1689,0.0,0.0,0.05924386789811283,1.0,1697,1489,53,61,0,1689,0.03594578668238067,0.03594578668238067,1636,0.9640542133176193,0.03485714285714286,0.03485714285714286,0.019146264908976772
MILD,X_hat,0.04385948425725525,62,62,0,1688,0.0,0.0,0.058344072101372484,1.0,1697,1489,53,62,0,1688,0.03653506187389511,0.03653506187389511,1635,0.9634649381261049,0.03542857142857143,0.03542857142857143,0.0194601381042059
MILD,X_hat,0.043593599155861196,63,63,0,1687,0.0,3.469446951953614e-18,0.05747119958885172,1.0,1697,1489,53,63,0,1687,0.037124337065409546,0.037124337065409546,1634,0.9628756629345905,0.036,0.036,0.01977401129943503
MILD,X_hat,0.04269213672079687,64,64,0,1686,0.0,0.0,0.05662405979280534,1.0,1697,1489,53,64,0,1686,0.03771361225692398,0.03771361225692398,1633,0.9622863877430761,0.036571428571428574,0.036571428571428574,0.020087884494664157
MILD,X_hat,0.04231495458312591,65,65,0,1685,0.0,0.0,0.05580153132285689,1.0,1697,1489,53,65,0,1685,0.03830288744843842,0.03830288744843842,1632,0.9616971125515615,0.037142857142857144,0.037142857142857144,0.020401757689893284
MILD,X_hat,0.04207181771586989,66,66,0,1684,0.0,0.0,0.05500255701354129,1.0,1697,1489,53,66,0,1684,0.038892162639952856,0.038892162639952856,1631,0.9611078373600471,0.037714285714285714,0.037714285714285714,0.02071563088512241
MILD,X_hat,0.04199100648148719,67,67,0,1683,0.0,0.0,0.05422613939130178,1.0,1697,1489,53,67,0,1683,0.03948143783146729,0.03948143783146729,1630,0.9605185621685327,0.038285714285714284,0.038285714285714284,0.02102950408035154
MILD,X_hat,0.041894897668548994,68,68,0,1682,0.0,0.0,0.053471336520070537,1.0,1697,1489,53,68,0,1682,0.040070713022981735,0.040070713022981735,1629,0.9599292869770183,0.038857142857142854,0.038857142857142854,0.021343377275580666
MILD,X_hat,0.04172671103702358,69,68,1,1682,0.014492753623188406,0.002562924644588474,0.07763122461144727,0.9855072463768116,1697,1489,53,68,1,1682,0.040070713022981735,0.040070713022981735,1629,0.9599292869770183,0.038857142857142854,0.038857142857142854,0.021657250470809793
MILD,X_hat,0.041316754045641314,70,69,1,1681,0.014285714285714285,0.002526246457890312,0.07658187131208327,0.9857142857142858,1697,1489,53,69,1,1681,0.04065998821449617,0.04065998821449617,1628,0.9593400117855039,0.03942857142857143,0.03942857142857143,0.02197112366603892
MILD,X_hat,0.04125921224874496,71,70,1,1680,0.014084507042253521,0.002490603270544213,0.07556050520249005,0.9859154929577465,1697,1489,53,70,1,1680,0.04124926340601061,0.04124926340601061,1627,0.9587507365939893,0.04,0.04,0.022284996861268048
MILD,X_hat,0.04072835673933639,72,71,1,1679,0.013888888888888888,0.002455951882905767,0.07456602147476155,0.9861111111111112,1697,1489,53,71,1,1679,0.041838538597525045,0.041838538597525045,1626,0.9581614614024749,0.04057142857142857,0.04057142857142857,0.022598870056497175
MILD,X_hat,0.03777628304919664,73,72,1,1678,0.0136986301369863,0.0024222514664838588,0.07359737270963818,0.9863013698630136,1697,1489,53,72,1,1678,0.04242781378903948,0.04242781378903948,1625,0.9575721862109605,0.04114285714285714,0.04114285714285714,0.022912743251726302
MILD,X_hat,0.03650245030902381,74,73,1,1677,0.013513513513513514,0.002389463403456818,0.07265356519843233,0.9864864864864865,1697,1489,53,73,1,1677,0.04301708898055392,0.04301708898055392,1624,0.9569829110194461,0.04171428571428572,0.04171428571428572,0.02322661644695543
MILD,X_hat,0.03631804177807463,75,74,1,1676,0.013333333333333334,0.002357551139048661,0.07173365554421572,0.9866666666666667,1697,1489,53,74,1,1676,0.043606364172068354,0.043606364172068354,1623,0.9563936358279317,0.04228571428571429,0.04228571428571429,0.023540489642184557
MILD,X_hat,0.03590236152553,76,75,1,1675,0.013157894736842105,0.00232648004557906,0.07083674751784413,0.9868421052631579,1697,1489,53,75,1,1675,0.04419563936358279,0.04419563936358279,1622,0.9558043606364172,0.04285714285714286,0.04285714285714286,0.023854362837413684
MILD,X_hat,0.03547876639796857,77,76,1,1674,0.012987012987012988,0.0022962172971240508,0.06996198914680525,0.987012987012987,1697,1489,53,76,1,1674,0.04478491455509723,0.04478491455509723,1621,0.9552150854449027,0.04342857142857143,0.04342857142857143,0.02416823603264281
MILD,X_hat,0.03543272079980135,78,76,2,1674,0.02564102564102564,0.007060093472759203,0.08875270035675845,0.9743589743589743,1697,1489,53,76,2,1674,0.04478491455509723,0.04478491455509723,1621,0.9552150854449027,0.04342857142857143,0.04342857142857143,0.02448210922787194
MILD,X_hat,0.03526736872851856,79,76,3,1674,0.0379746835443038,0.012998086889435871,0.10580062767684709,0.9620253164556962,1697,1489,53,76,3,1674,0.04478491455509723,0.04478491455509723,1621,0.9552150854449027,0.04342857142857143,0.04342857142857143,0.024795982423101066
MILD,X_hat,0.03521912516580275,80,77,3,1673,0.0375,0.012834568919911402,0.10454720090045115,0.9625,1697,1489,53,77,3,1673,0.04537418974661167,0.04537418974661167,1620,0.9546258102533883,0.044,0.044,0.025109855618330193
MILD,X_hat,0.034215144364958296,81,78,3,1672,0.037037037037037035,0.012675114183298107,0.10332311306893818,0.9629629629629629,1697,1489,53,78,3,1672,0.04596346493812611,0.04596346493812611,1619,0.9540365350618739,0.044571428571428574,0.044571428571428574,0.025423728813559324
MILD,X_hat,0.03391197251687695,82,79,3,1671,0.036585365853658534,0.012519573081569195,0.10212734643608476,0.9634146341463414,1697,1489,53,79,3,1671,0.046552740129640544,0.046552740129640544,1618,0.9534472598703595,0.045142857142857144,0.045142857142857144,0.02573760200878845
MILD,X_hat,0.033675686301574886,83,80,3,1670,0.03614457831325301,0.012367803271745428,0.10095892976960381,0.963855421686747,1697,1489,53,80,3,1670,0.04714201532115498,0.04714201532115498,1617,0.952857984678845,0.045714285714285714,0.045714285714285714,0.026051475204017578
MILD,X_hat,0.03357718262206495,84,81,3,1669,0.03571428571428571,0.012219669231335377,0.0998169357251345,0.9642857142857143,1697,1489,53,81,3,1669,0.047731290512669416,0.047731290512669416,1616,0.9522687094873306,0.046285714285714284,0.046285714285714284,0.026365348399246705
MILD,X_hat,0.0331467590098345,85,82,3,1668,0.03529411764705882,0.012075041854642109,0.09870047839606455,0.9647058823529412,1697,1489,53,82,3,1668,0.04832056570418385,0.04832056570418385,1615,0.9516794342958161,0.046857142857142854,0.046857142857142854,0.026679221594475833
MILD,X_hat,0.03262044086115412,86,83,3,1667,0.03488372093023256,0.01193379807740838,0.09760871102560764,0.9651162790697675,1697,1489,53,83,3,1667,0.04890984089569829,0.04890984089569829,1614,0.9510901591043017,0.04742857142857143,0.04742857142857143,0.02699309478970496
MILD,X_hat,0.03227859898004086,87,84,3,1666,0.034482758620689655,0.011795820527505975,0.09654082386874399,0.9655172413793104,1697,1489,53,84,3,1666,0.049499116087212726,0.049499116087212726,1613,0.9505008839127873,0.048,0.048,0.027306967984934087
MILD,X_hat,0.03226992525281213,88,85,3,1665,0.03409090909090909,0.011660997199585459,0.09549604219270044,0.9659090909090909,1697,1489,53,85,3,1665,0.05008839127872716,0.05008839127872716,1612,0.9499116087212728,0.04857142857142857,0.04857142857142857,0.027620841180163214
MILD,X_hat,0.03220813948168406,89,86,3,1664,0.033707865168539325,0.011529221151789802,0.09447362440561424,0.9662921348314607,1697,1489,53,86,3,1664,0.050677666470241606,0.050677666470241606,1611,0.9493223335297584,0.04914285714285714,0.04914285714285714,0.02793471437539234
MILD,X_hat,0.0318576025475544,90,87,3,1663,0.03333333333333333,0.011400390222806277,0.09347286030389873,0.9666666666666667,1697,1489,53,87,3,1663,0.05126694166175604,0.05126694166175604,1610,0.948733058338244,0.04971428571428571,0.04971428571428571,0.02824858757062147
MILD,X_hat,0.031759620322163534,91,88,3,1662,0.03296703296703297,0.011274406767682599,0.0924930694296231,0.967032967032967,1697,1489,53,88,3,1662,0.05185621685327048,0.05185621685327048,1609,0.9481437831467295,0.05028571428571429,0.05028571428571429,0.028562460765850596
MILD,X_hat,0.031586377314144334,92,89,3,1661,0.03260869565217391,0.011151177410971533,0.09153359952993573,0.967391304347826,1697,1489,53,89,3,1661,0.052445492044784915,0.052445492044784915,1608,0.9475545079552151,0.05085714285714286,0.05085714285714286,0.028876333961079723
MILD,X_hat,0.031561519172262076,93,90,3,1660,0.03225806451612903,0.011030612815892044,0.09059382511121503,0.967741935483871,1697,1489,53,90,3,1660,0.05303476723629935,0.05303476723629935,1607,0.9469652327637006,0.05142857142857143,0.05142857142857143,0.02919020715630885
MILD,X_hat,0.03146701131049286,94,91,3,1659,0.031914893617021274,0.010912627468307706,0.08967314608122352,0.9680851063829787,1697,1489,53,91,3,1659,0.05362404242781379,0.05362404242781379,1606,0.9463759575721862,0.052,0.052,0.029504080351537978
MILD,X_hat,0.031223773663056276,95,92,3,1658,0.031578947368421054,0.010797139474424379,0.08877098647308188,0.968421052631579,1697,1489,53,92,3,1658,0.054213317619328225,0.054213317619328225,1605,0.9457866823806718,0.052571428571428575,0.052571428571428575,0.029817953546767105
MILD,X_hat,0.03117665665359187,96,93,3,1657,0.03125,0.010684070371201164,0.0878867932453698,0.96875,1697,1489,53,93,3,1657,0.05480259281084266,0.05480259281084266,1604,0.9451974071891573,0.053142857142857144,0.053142857142857144,0.030131826741996232
MILD,X_hat,0.030863897045860657,97,94,3,1656,0.030927835051546393,0.01057334494855243,0.08702003515310984,0.9690721649484536,1697,1489,53,94,3,1656,0.0553918680023571,0.0553918680023571,1603,0.9446081319976429,0.053714285714285714,0.053714285714285714,0.03044569993722536
MILD,X_hat,0.030863025505993246,98,95,3,1655,0.030612244897959183,0.010464891082493703,0.0861702016847983,0.9693877551020408,1697,1489,53,95,3,1655,0.05598114319387154,0.05598114319387154,1602,0.9440188568061285,0.054285714285714284,0.054285714285714284,0.030759573132454487
MILD,X_hat,0.030862648469820442,99,96,3,1654,0.030303030303030304,0.010358639578454044,0.08533680206102018,0.9696969696969697,1697,1489,53,96,3,1654,0.05657041838538598,0.05657041838538598,1601,0.943429581614614,0.054857142857142854,0.054857142857142854,0.031073446327683617
MILD,X_hat,0.03086197250755665,100,97,3,1653,0.03,0.010254524024038925,0.0845193642905276,0.97,1697,1489,53,97,3,1653,0.057159693576900414,0.057159693576900414,1600,0.9428403064230996,0.05542857142857143,0.05542857142857143,0.031387319522912745
MILD,X_hat,0.030782028303245085,101,97,4,1653,0.039603960396039604,0.015507146202925828,0.0974391915711991,0.9603960396039604,1697,1489,53,97,4,1653,0.057159693576900414,0.057159693576900414,1600,0.9428403064230996,0.05542857142857143,0.05542857142857143,0.03170119271814187
MILD,X_hat,0.030656200653489875,102,98,4,1652,0.0392156862745098,0.015354071528489173,0.09652513868491805,0.9607843137254902,1697,1489,53,98,4,1652,0.05774896876841485,0.05774896876841485,1599,0.9422510312315852,0.056,0.056,0.032015065913371
MILD,X_hat,0.030598322797562326,103,99,4,1651,0.038834951456310676,0.01520398954826923,0.09562806901213441,0.9611650485436893,1697,1489,53,99,4,1651,0.05833824395992929,0.05833824395992929,1598,0.9416617560400707,0.05657142857142857,0.05657142857142857,0.03232893910860012
MILD,X_hat,0.03050011595234316,104,100,4,1650,0.038461538461538464,0.015056813343976884,0.09474751376905566,0.9615384615384616,1697,1489,53,100,4,1650,0.05892751915144372,0.05892751915144372,1597,0.9410724808485563,0.05714285714285714,0.05714285714285714,0.032642812303829254
MILD,X_hat,0.030451898838755508,105,101,4,1649,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.9619047619047619,1697,1489,53,101,4,1649,0.05951679434295816,0.05951679434295816,1596,0.9404832056570418,0.05771428571428571,0.05771428571428571,0.03295668549905838
MILD,X_hat,0.030365622806749794,106,102,4,1648,0.03773584905660377,0.014770847100615568,0.09303415610882099,0.9622641509433962,1697,1489,53,102,4,1648,0.060106069534472596,0.060106069534472596,1595,0.9398939304655274,0.05828571428571429,0.05828571428571429,0.03327055869428751
MILD,X_hat,0.030338440869295984,107,103,4,1647,0.037383177570093455,0.014631899269525926,0.09220049852352191,0.9626168224299065,1697,1489,53,103,4,1647,0.06069534472598703,0.06069534472598703,1594,0.939304655274013,0.05885714285714286,0.05885714285714286,0.03358443188951663
MILD,X_hat,0.030306410522486303,108,104,4,1646,0.037037037037037035,0.014495541339902766,0.09138164361061299,0.9629629629629629,1697,1489,53,104,4,1646,0.061284619917501476,0.061284619917501476,1593,0.9387153800824986,0.05942857142857143,0.05942857142857143,0.03389830508474576
